region,iso3,country,year,forest_area_kha,variable_type
North and Central America,USA,United States of America,1990,284512.0,nat_regen_forest
Asia,UZB,Uzbekistan,1990,1356.26,nat_regen_forest
Europe,VAT,Holy See,1990,0.0,nat_regen_forest
North and Central America,VCT,Saint Vincent and the Grenadines,1990,28.48,nat_regen_forest
South America,VEN,Venezuela (Bolivarian Republic of),1990,50114.02,nat_regen_forest
North and Central America,VGB,British Virgin Islands,1990,9.99,nat_regen_forest
North and Central America,VIR,United States Virgin Islands,1990,20.41,nat_regen_forest
Asia,VNM,Viet Nam,1990,8630.96,nat_regen_forest
Oceania,VUT,Vanuatu,1990,971.07,nat_regen_forest
Oceania,WLF,Wallis and Futuna Islands,1990,9.38,nat_regen_forest
Oceania,WSM,Samoa,1990,125.8,nat_regen_forest
Asia,YEM,Yemen,1990,384.3,nat_regen_forest
Africa,ZAF,South Africa,1990,17901.33,nat_regen_forest
Africa,ZMB,Zambia,1990,47355.11,nat_regen_forest
Africa,ZWE,Zimbabwe,1990,16325.91,nat_regen_forest
North and Central America,ABW,Aruba,2000,0.49,nat_regen_forest
Asia,AFG,Afghanistan,2000,1209.44,nat_regen_forest
Africa,AGO,Angola,2000,75919.39,nat_regen_forest
North and Central America,AIA,Anguilla,2000,,nat_regen_forest
Europe,ALB,Albania,2000,,nat_regen_forest
Europe,AND,Andorra,2000,17.29,nat_regen_forest
Asia,ARE,United Arab Emirates,2000,310.97,nat_regen_forest
South America,ARG,Argentina,2000,52362.22,nat_regen_forest
Asia,ARM,Armenia,2000,133.06,nat_regen_forest
Oceania,ASM,American Samoa,2000,17.73,nat_regen_forest
North and Central America,ATG,Antigua and Barbuda,2000,9.45,nat_regen_forest
Oceania,AUS,Australia,2000,131422.59,nat_regen_forest
Europe,AUT,Austria,2000,2398.64,nat_regen_forest
Asia,AZE,Azerbaijan,2000,681.18,nat_regen_forest
Africa,BDI,Burundi,2000,80.97,nat_regen_forest
Europe,BEL,Belgium,2000,259.2,nat_regen_forest
Africa,BEN,Benin,2000,5620.73,nat_regen_forest
North and Central America,BES,"Bonaire, Sint Eustatius and Saba",2000,4.21,nat_regen_forest
Africa,BFA,Burkina Faso,2000,6366.36,nat_regen_forest
Asia,BGD,Bangladesh,2000,1845.16,nat_regen_forest
Europe,BGR,Bulgaria,2000,2442.0,nat_regen_forest
Asia,BHR,Bahrain,2000,0.06,nat_regen_forest
North and Central America,BHS,Bahamas,2000,509.86,nat_regen_forest
Europe,BIH,Bosnia and Herzegovina,2000,,nat_regen_forest
North and Central America,BLM,Saint Barthélemy,2000,0.17,nat_regen_forest
Europe,BLR,Belarus,2000,6413.23,nat_regen_forest
North and Central America,BLZ,Belize,2000,1502.62,nat_regen_forest
North and Central America,BMU,Bermuda,2000,,nat_regen_forest
South America,BOL,Bolivia (Plurinational State of),2000,59050.91,nat_regen_forest
South America,BRA,Brazil,2000,557068.17,nat_regen_forest
North and Central America,BRB,Barbados,2000,6.3,nat_regen_forest
Asia,BRN,Brunei Darussalam,2000,396.0,nat_regen_forest
Asia,BTN,Bhutan,2000,2586.47,nat_regen_forest
Africa,BWA,Botswana,2000,15727.9,nat_regen_forest
Africa,CAF,Central African Republic,2000,46082.99,nat_regen_forest
North and Central America,CAN,Canada,2000,350909.15,nat_regen_forest
Europe,CHE,Switzerland,2000,1025.01,nat_regen_forest
South America,CHL,Chile,2000,15194.62,nat_regen_forest
Asia,CHN,China,2000,122170.29,nat_regen_forest
Africa,CIV,Côte d'Ivoire,2000,6009.17,nat_regen_forest
Africa,CMR,Cameroon,2000,21576.39,nat_regen_forest
Africa,COD,Democratic Republic of the Congo,2000,153694.4,nat_regen_forest
Africa,COG,Congo,2000,22075.9,nat_regen_forest
Oceania,COK,Cook Islands,2000,14.4,nat_regen_forest
South America,COL,Colombia,2000,62404.64,nat_regen_forest
Africa,COM,Comoros,2000,40.37,nat_regen_forest
Africa,CPV,Cabo Verde,2000,13.68,nat_regen_forest
North and Central America,CRI,Costa Rica,2000,2743.9,nat_regen_forest
North and Central America,CUB,Cuba,2000,2319.95,nat_regen_forest
North and Central America,CUW,Curaçao,2000,0.07,nat_regen_forest
North and Central America,CYM,Cayman Islands,2000,12.93,nat_regen_forest
Asia,CYP,Cyprus,2000,144.05,nat_regen_forest
Europe,CZE,Czechia,2000,378.5,nat_regen_forest
Europe,DEU,Germany,2000,5677.0,nat_regen_forest
Africa,DJI,Djibouti,2000,5.6,nat_regen_forest
North and Central America,DMA,Dominica,2000,58.55,nat_regen_forest
Europe,DNK,Denmark,2000,,nat_regen_forest
North and Central America,DOM,Dominican Republic,2000,2122.75,nat_regen_forest
Africa,DZA,Algeria,2000,1451.22,nat_regen_forest
South America,ECU,Ecuador,2000,13660.35,nat_regen_forest
Africa,EGY,Egypt,2000,0.53,nat_regen_forest
Africa,ERI,Eritrea,2000,1581.51,nat_regen_forest
Africa,ESH,Western Sahara,2000,539.54,nat_regen_forest
Europe,ESP,Spain,2000,14702.58,nat_regen_forest
Europe,EST,Estonia,2000,2040.8,nat_regen_forest
Africa,ETH,Ethiopia,2000,27380.2,nat_regen_forest
Europe,FIN,Finland,2000,17301.1,nat_regen_forest
Oceania,FJI,Fiji,2000,880.99,nat_regen_forest
South America,FLK,Falkland Islands (Malvinas),2000,0.0,nat_regen_forest
Europe,FRA,France,2000,13702.0,nat_regen_forest
Europe,FRO,Faroe Islands,2000,0.0,nat_regen_forest
Oceania,FSM,Micronesia (Federated States of),2000,46.63,nat_regen_forest
Africa,GAB,Gabon,2000,23656.59,nat_regen_forest
Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,344.0,nat_regen_forest
Asia,GEO,Georgia,2000,2992.19,nat_regen_forest
Europe,GGY,Guernsey,2000,0.13,nat_regen_forest
Africa,GHA,Ghana,2000,6097.23,nat_regen_forest
Europe,GIB,Gibraltar,2000,0.0,nat_regen_forest
Africa,GIN,Guinea,2000,6466.88,nat_regen_forest
North and Central America,GLP,Guadeloupe,2000,71.77,nat_regen_forest
Africa,GMB,Gambia,2000,356.1,nat_regen_forest
Africa,GNB,Guinea-Bissau,2000,2207.12,nat_regen_forest
Africa,GNQ,Equatorial Guinea,2000,2615.58,nat_regen_forest
Europe,GRC,Greece,2000,3576.42,nat_regen_forest
North and Central America,GRD,Grenada,2000,17.49,nat_regen_forest
North and Central America,GRL,Greenland,2000,0.0,nat_regen_forest
North and Central America,GTM,Guatemala,2000,4189.66,nat_regen_forest
South America,GUF,French Guiana,2000,8078.74,nat_regen_forest
Oceania,GUM,Guam,2000,24.0,nat_regen_forest
South America,GUY,Guyana,2000,18564.22,nat_regen_forest
North and Central America,HND,Honduras,2000,7129.47,nat_regen_forest
Europe,HRV,Croatia,2000,1803.4,nat_regen_forest
North and Central America,HTI,Haiti,2000,384.2,nat_regen_forest
Europe,HUN,Hungary,2000,,nat_regen_forest
Asia,IDN,Indonesia,2000,88636.3,nat_regen_forest
Europe,IMN,Isle of Man,2000,0.17,nat_regen_forest
Asia,IND,India,2000,56302.17,nat_regen_forest
Europe,IRL,Ireland,2000,81.44,nat_regen_forest
Asia,IRN,Iran (Islamic Republic of),2000,9192.11,nat_regen_forest
Asia,IRQ,Iraq,2000,800.8,nat_regen_forest
Europe,ISL,Iceland,2000,10.94,nat_regen_forest
Asia,ISR,Israel,2000,65.0,nat_regen_forest
Europe,ITA,Italy,2000,7773.74,nat_regen_forest
North and Central America,JAM,Jamaica,2000,512.79,nat_regen_forest
Europe,JEY,Jersey,2000,,nat_regen_forest
Asia,JOR,Jordan,2000,40.86,nat_regen_forest
Asia,JPN,Japan,2000,14545.0,nat_regen_forest
Asia,KAZ,Kazakhstan,2000,2628.14,nat_regen_forest
Africa,KEN,Kenya,2000,3663.51,nat_regen_forest
Asia,KGZ,Kyrgyzstan,2000,1015.58,nat_regen_forest
Asia,KHM,Cambodia,2000,10681.09,nat_regen_forest
Oceania,KIR,Kiribati,2000,,nat_regen_forest
North and Central America,KNA,Saint Kitts and Nevis,2000,11.0,nat_regen_forest
Asia,KOR,Republic of Korea,2000,4404.0,nat_regen_forest
Asia,KWT,Kuwait,2000,0.0,nat_regen_forest
Asia,LAO,Lao People's Democratic Republic,2000,14032.15,nat_regen_forest
Asia,LBN,Lebanon,2000,138.55,nat_regen_forest
Africa,LBR,Liberia,2000,7808.76,nat_regen_forest
Africa,LBY,Libya,2000,138.88,nat_regen_forest
North and Central America,LCA,Saint Lucia,2000,29.06,nat_regen_forest
Europe,LIE,Liechtenstein,2000,5.38,nat_regen_forest
Asia,LKA,Sri Lanka,2000,1994.2,nat_regen_forest
Africa,LSO,Lesotho,2000,25.85,nat_regen_forest
Europe,LTU,Lithuania,2000,1553.78,nat_regen_forest
Europe,LUX,Luxembourg,2000,58.7,nat_regen_forest
Europe,LVA,Latvia,2000,2918.9,nat_regen_forest
North and Central America,MAF,Saint Martin (French Part),2000,1.24,nat_regen_forest
Africa,MAR,Morocco,2000,5159.45,nat_regen_forest
Europe,MCO,Monaco,2000,0.0,nat_regen_forest
Europe,MDA,Republic of Moldova,2000,189.4,nat_regen_forest
Africa,MDG,Madagascar,2000,12704.21,nat_regen_forest
Asia,MDV,Maldives,2000,3.72,nat_regen_forest
North and Central America,MEX,Mexico,2000,69536.74,nat_regen_forest
Oceania,MHL,Marshall Islands,2000,6.27,nat_regen_forest
Europe,MKD,North Macedonia,2000,,nat_regen_forest
Africa,MLI,Mali,2000,12981.9,nat_regen_forest
Europe,MLT,Malta,2000,0.35,nat_regen_forest
Asia,MMR,Myanmar,2000,34172.11,nat_regen_forest
Europe,MNE,Montenegro,2000,618.0,nat_regen_forest
Asia,MNG,Mongolia,2000,14262.47,nat_regen_forest
Oceania,MNP,Northern Mariana Islands,2000,20.32,nat_regen_forest
Africa,MOZ,Mozambique,2000,38880.62,nat_regen_forest
Africa,MRT,Mauritania,2000,768.37,nat_regen_forest
North and Central America,MSR,Montserrat,2000,2.42,nat_regen_forest
North and Central America,MTQ,Martinique,2000,46.15,nat_regen_forest
Africa,MUS,Mauritius,2000,23.82,nat_regen_forest
Africa,MWI,Malawi,2000,2963.7,nat_regen_forest
Asia,MYS,Malaysia,2000,18063.83,nat_regen_forest
Africa,MYT,Mayotte,2000,14.49,nat_regen_forest
Africa,NAM,Namibia,2000,8059.08,nat_regen_forest
Oceania,NCL,New Caledonia,2000,828.01,nat_regen_forest
Africa,NER,Niger,2000,1255.1,nat_regen_forest
Oceania,NFK,Norfolk Island,2000,0.44,nat_regen_forest
Africa,NGA,Nigeria,2000,18391.13,nat_regen_forest
North and Central America,NIC,Nicaragua,2000,6105.7,nat_regen_forest
Oceania,NIU,Niue,2000,18.83,nat_regen_forest
Europe,NLD,Netherlands (Kingdom of the),2000,45.94,nat_regen_forest
Europe,NOR,Norway,2000,,nat_regen_forest
Asia,NPL,Nepal,2000,5545.21,nat_regen_forest
Oceania,NRU,Nauru,2000,0.0,nat_regen_forest
Oceania,NZL,New Zealand,2000,7825.32,nat_regen_forest
Asia,OMN,Oman,2000,1.57,nat_regen_forest
Asia,PAK,Pakistan,2000,3210.91,nat_regen_forest
North and Central America,PAN,Panama,2000,4757.98,nat_regen_forest
Oceania,PCN,Pitcairn,2000,,nat_regen_forest
South America,PER,Peru,2000,73970.93,nat_regen_forest
Asia,PHL,Philippines,2000,6988.68,nat_regen_forest
Oceania,PLW,Palau,2000,19.79,nat_regen_forest
Oceania,PNG,Papua New Guinea,2000,34346.22,nat_regen_forest
Europe,POL,Poland,2000,,nat_regen_forest
North and Central America,PRI,Puerto Rico,2000,429.15,nat_regen_forest
Asia,PRK,Democratic People's Republic of Korea,2000,6192.1,nat_regen_forest
Europe,PRT,Portugal,2000,1020.14,nat_regen_forest
South America,PRY,Paraguay,2000,21909.71,nat_regen_forest
Asia,PSE,Palestine,2000,7.98,nat_regen_forest
Oceania,PYF,French Polynesia,2000,140.0,nat_regen_forest
Asia,QAT,Qatar,2000,1.33,nat_regen_forest
Africa,REU,Réunion,2000,65.59,nat_regen_forest
Europe,ROU,Romania,2000,5838.0,nat_regen_forest
Europe,RUS,Russian Federation,2000,794139.9,nat_regen_forest
Africa,RWA,Rwanda,2000,160.91,nat_regen_forest
Asia,SAU,Saudi Arabia,2000,2699.96,nat_regen_forest
Africa,SDN,Sudan,2000,26203.65,nat_regen_forest
Africa,SEN,Senegal,2000,9028.35,nat_regen_forest
Asia,SGP,Singapore,2000,17.01,nat_regen_forest
Africa,SHN,"Ascension, Saint Helena and Tristan da Cunha",2000,2.02,nat_regen_forest
Europe,SJM,Svalbard and Jan Mayen Islands,2000,0.0,nat_regen_forest
Oceania,SLB,Solomon Islands,2000,2507.28,nat_regen_forest
Africa,SLE,Sierra Leone,2000,2921.58,nat_regen_forest
North and Central America,SLV,El Salvador,2000,698.77,nat_regen_forest
Europe,SMR,San Marino,2000,1.0,nat_regen_forest
Africa,SOM,Somalia,2000,7512.0,nat_regen_forest
North and Central America,SPM,Saint Pierre and Miquelon,2000,1.67,nat_regen_forest
Europe,SRB,Serbia,2000,2320.45,nat_regen_forest
Africa,SSD,South Sudan,2000,6398.5,nat_regen_forest
Africa,STP,Sao Tome and Principe,2000,58.54,nat_regen_forest
South America,SUR,Suriname,2000,14887.83,nat_regen_forest
Europe,SVK,Slovakia,2000,1146.33,nat_regen_forest
Europe,SVN,Slovenia,2000,1168.29,nat_regen_forest
Europe,SWE,Sweden,2000,20626.0,nat_regen_forest
Africa,SWZ,Eswatini,2000,325.36,nat_regen_forest
North and Central America,SXM,Sint Maarten (Dutch part),2000,0.3,nat_regen_forest
Africa,SYC,Seychelles,2000,27.06,nat_regen_forest
Asia,SYR,Syrian Arab Republic,2000,232.84,nat_regen_forest
North and Central America,TCA,Turks and Caicos Islands,2000,10.52,nat_regen_forest
Africa,TCD,Chad,2000,6339.8,nat_regen_forest
Africa,TGO,Togo,2000,1234.46,nat_regen_forest
Asia,THA,Thailand,2000,16463.0,nat_regen_forest
Asia,TJK,Tajikistan,2000,296.84,nat_regen_forest
Oceania,TKL,Tokelau,2000,0.0,nat_regen_forest
Asia,TKM,Turkmenistan,2000,2180.0,nat_regen_forest
Asia,TLS,Timor-Leste,2000,1074.84,nat_regen_forest
Oceania,TON,Tonga,2000,8.23,nat_regen_forest
North and Central America,TTO,Trinidad and Tobago,2000,192.63,nat_regen_forest
Africa,TUN,Tunisia,2000,560.52,nat_regen_forest
Asia,TUR,Türkiye,2000,19592.65,nat_regen_forest
Oceania,TUV,Tuvalu,2000,1.03,nat_regen_forest
Africa,TZA,United Republic of Tanzania,2000,53581.97,nat_regen_forest
Africa,UGA,Uganda,2000,3132.48,nat_regen_forest
Europe,UKR,Ukraine,2000,4815.0,nat_regen_forest
South America,URY,Uruguay,2000,737.4,nat_regen_forest
North and Central America,USA,United States of America,2000,280976.0,nat_regen_forest
Asia,UZB,Uzbekistan,2000,1416.42,nat_regen_forest
Europe,VAT,Holy See,2000,0.0,nat_regen_forest
North and Central America,VCT,Saint Vincent and the Grenadines,2000,28.13,nat_regen_forest
South America,VEN,Venezuela (Bolivarian Republic of),2000,48503.97,nat_regen_forest
North and Central America,VGB,British Virgin Islands,2000,9.99,nat_regen_forest
North and Central America,VIR,United States Virgin Islands,2000,19.29,nat_regen_forest
Asia,VNM,Viet Nam,2000,10180.56,nat_regen_forest
Oceania,VUT,Vanuatu,2000,947.7,nat_regen_forest
Oceania,WLF,Wallis and Futuna Islands,2000,8.72,nat_regen_forest
Oceania,WSM,Samoa,2000,122.32,nat_regen_forest
Asia,YEM,Yemen,2000,384.3,nat_regen_forest
Africa,ZAF,South Africa,2000,18631.87,nat_regen_forest
Africa,ZMB,Zambia,2000,46997.54,nat_regen_forest
Africa,ZWE,Zimbabwe,2000,15293.35,nat_regen_forest
North and Central America,ABW,Aruba,2010,0.49,nat_regen_forest
Asia,AFG,Afghanistan,2010,1209.44,nat_regen_forest
Africa,AGO,Angola,2010,70844.21,nat_regen_forest
North and Central America,AIA,Anguilla,2010,,nat_regen_forest
Europe,ALB,Albania,2010,,nat_regen_forest
Europe,AND,Andorra,2010,18.08,nat_regen_forest
Asia,ARE,United Arab Emirates,2010,310.97,nat_regen_forest
South America,ARG,Argentina,2010,48534.45,nat_regen_forest
Asia,ARM,Armenia,2010,132.92,nat_regen_forest
Oceania,ASM,American Samoa,2010,16.19,nat_regen_forest
North and Central America,ATG,Antigua and Barbuda,2010,8.78,nat_regen_forest
Oceania,AUS,Australia,2010,128855.59,nat_regen_forest
Europe,AUT,Austria,2010,2490.79,nat_regen_forest
Asia,AZE,Azerbaijan,2010,743.4,nat_regen_forest
Africa,BDI,Burundi,2010,80.97,nat_regen_forest
Europe,BEL,Belgium,2010,283.4,nat_regen_forest
Africa,BEN,Benin,2010,4224.77,nat_regen_forest
North and Central America,BES,"Bonaire, Sint Eustatius and Saba",2010,4.21,nat_regen_forest
Africa,BFA,Burkina Faso,2010,5026.0,nat_regen_forest
Asia,BGD,Bangladesh,2010,1816.31,nat_regen_forest
Europe,BGR,Bulgaria,2010,2920.0,nat_regen_forest
Asia,BHR,Bahrain,2010,0.06,nat_regen_forest
North and Central America,BHS,Bahamas,2010,509.86,nat_regen_forest
Europe,BIH,Bosnia and Herzegovina,2010,,nat_regen_forest
North and Central America,BLM,Saint Barthélemy,2010,0.17,nat_regen_forest
Europe,BLR,Belarus,2010,6483.72,nat_regen_forest
North and Central America,BLZ,Belize,2010,1426.72,nat_regen_forest
North and Central America,BMU,Bermuda,2010,,nat_regen_forest
South America,BOL,Bolivia (Plurinational State of),2010,57449.62,nat_regen_forest
South America,BRA,Brazil,2010,517759.14,nat_regen_forest
North and Central America,BRB,Barbados,2010,6.3,nat_regen_forest
Asia,BRN,Brunei Darussalam,2010,376.29,nat_regen_forest
Asia,BTN,Bhutan,2010,2685.54,nat_regen_forest
Africa,BWA,Botswana,2010,15727.9,nat_regen_forest
Africa,CAF,Central African Republic,2010,45733.07,nat_regen_forest
North and Central America,CAN,Canada,2010,351289.82,nat_regen_forest
Europe,CHE,Switzerland,2010,1074.73,nat_regen_forest
South America,CHL,Chile,2010,15105.81,nat_regen_forest
Asia,CHN,China,2010,127286.23,nat_regen_forest
Africa,CIV,Côte d'Ivoire,2010,4611.58,nat_regen_forest
Africa,CMR,Cameroon,2010,20859.38,nat_regen_forest
Africa,COD,Democratic Republic of the Congo,2010,146947.45,nat_regen_forest
Africa,COG,Congo,2010,21955.9,nat_regen_forest
Oceania,COK,Cook Islands,2010,14.4,nat_regen_forest
South America,COL,Colombia,2010,61018.07,nat_regen_forest
Africa,COM,Comoros,2010,35.99,nat_regen_forest
Africa,CPV,Cabo Verde,2010,13.68,nat_regen_forest
North and Central America,CRI,Costa Rica,2010,2781.36,nat_regen_forest
North and Central America,CUB,Cuba,2010,2665.95,nat_regen_forest
North and Central America,CUW,Curaçao,2010,0.07,nat_regen_forest
North and Central America,CYM,Cayman Islands,2010,12.72,nat_regen_forest
Asia,CYP,Cyprus,2010,142.17,nat_regen_forest
Europe,CZE,Czechia,2010,380.45,nat_regen_forest
Europe,DEU,Germany,2010,5704.5,nat_regen_forest
Africa,DJI,Djibouti,2010,5.6,nat_regen_forest
North and Central America,DMA,Dominica,2010,58.36,nat_regen_forest
Europe,DNK,Denmark,2010,146.82,nat_regen_forest
North and Central America,DOM,Dominican Republic,2010,2075.98,nat_regen_forest
Africa,DZA,Algeria,2010,1438.22,nat_regen_forest
South America,ECU,Ecuador,2010,12943.55,nat_regen_forest
Africa,EGY,Egypt,2010,0.7,nat_regen_forest
Africa,ERI,Eritrea,2010,1521.71,nat_regen_forest
Africa,ESH,Western Sahara,2010,537.23,nat_regen_forest
Europe,ESP,Spain,2010,15969.71,nat_regen_forest
Europe,EST,Estonia,2010,2129.34,nat_regen_forest
Africa,ETH,Ethiopia,2010,26462.8,nat_regen_forest
Europe,FIN,Finland,2010,15333.63,nat_regen_forest
Oceania,FJI,Fiji,2010,900.93,nat_regen_forest
South America,FLK,Falkland Islands (Malvinas),2010,0.0,nat_regen_forest
Europe,FRA,France,2010,14346.0,nat_regen_forest
Europe,FRO,Faroe Islands,2010,0.0,nat_regen_forest
Oceania,FSM,Micronesia (Federated States of),2010,49.92,nat_regen_forest
Africa,GAB,Gabon,2010,23625.77,nat_regen_forest
Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2010,344.0,nat_regen_forest
Asia,GEO,Georgia,2010,3053.99,nat_regen_forest
Europe,GGY,Guernsey,2010,0.2,nat_regen_forest
Africa,GHA,Ghana,2010,6366.18,nat_regen_forest
Europe,GIB,Gibraltar,2010,0.0,nat_regen_forest
Africa,GIN,Guinea,2010,5775.81,nat_regen_forest
North and Central America,GLP,Guadeloupe,2010,71.05,nat_regen_forest
Africa,GMB,Gambia,2010,298.23,nat_regen_forest
Africa,GNB,Guinea-Bissau,2010,2163.16,nat_regen_forest
Africa,GNQ,Equatorial Guinea,2010,2532.01,nat_regen_forest
Europe,GRC,Greece,2010,3587.89,nat_regen_forest
North and Central America,GRD,Grenada,2010,17.49,nat_regen_forest
North and Central America,GRL,Greenland,2010,0.0,nat_regen_forest
North and Central America,GTM,Guatemala,2010,3644.17,nat_regen_forest
South America,GUF,French Guiana,2010,8035.8,nat_regen_forest
Oceania,GUM,Guam,2010,24.0,nat_regen_forest
South America,GUY,Guyana,2010,18519.81,nat_regen_forest
North and Central America,HND,Honduras,2010,6742.5,nat_regen_forest
Europe,HRV,Croatia,2010,1845.16,nat_regen_forest
North and Central America,HTI,Haiti,2010,380.2,nat_regen_forest
Europe,HUN,Hungary,2010,1252.6,nat_regen_forest
Asia,IDN,Indonesia,2010,91845.65,nat_regen_forest
Europe,IMN,Isle of Man,2010,0.17,nat_regen_forest
Asia,IND,India,2010,57785.46,nat_regen_forest
Europe,IRL,Ireland,2010,80.8,nat_regen_forest
Asia,IRN,Iran (Islamic Republic of),2010,9192.11,nat_regen_forest
Asia,IRQ,Iraq,2010,789.0,nat_regen_forest
Europe,ISL,Iceland,2010,11.37,nat_regen_forest
Asia,ISR,Israel,2010,66.0,nat_regen_forest
Europe,ITA,Italy,2010,8393.77,nat_regen_forest
North and Central America,JAM,Jamaica,2010,550.16,nat_regen_forest
Europe,JEY,Jersey,2010,,nat_regen_forest
Asia,JOR,Jordan,2010,40.86,nat_regen_forest
Asia,JPN,Japan,2010,14674.0,nat_regen_forest
Asia,KAZ,Kazakhstan,2010,2637.73,nat_regen_forest
Africa,KEN,Kenya,2010,3725.77,nat_regen_forest
Asia,KGZ,Kyrgyzstan,2010,1042.08,nat_regen_forest
Asia,KHM,Cambodia,2010,10434.7,nat_regen_forest
Oceania,KIR,Kiribati,2010,,nat_regen_forest
North and Central America,KNA,Saint Kitts and Nevis,2010,11.0,nat_regen_forest
